order_id,order_date,product_name,category,quantity,unit_price,total_amount,customer_type,department,doctor_name,manufacturer,batch_number,expiry_date,payment_method,discount_rate,sales_rep,region,notes
ORD20230419000250,2023-04-19,藿香正气水,中成药,2,46.98,85.5,个人,骨科,医生47,制药厂44,B2022817979,2024-10-13,商业保险,0.91,代表4,北京市朝阳区,
ORD20220404000251,2022-04-04,头孢克肟胶囊,抗生素,6,102.87,574.01,机构,外科,医生48,制药厂22,B2022472865,2024-06-25,自费,0.93,代表13,北京市西城区,
ORD20240229000252,2024-02-29,匹多莫德口服液,免疫调节药物,6,409.95,2238.33,个人,儿科,医生14,制药厂27,B2023528908,2027-02-10,商业保险,0.91,代表22,北京市西城区,
ORD20240217000253,2024-02-17,右旋糖酐铁片,血液系统药物,5,95.59,454.05,个人,心血管科,医生57,制药厂3,B2022175286,2026-06-30,商业保险,0.95,代表11,北京市朝阳区,
ORD20241210000254,2024-12-10,维生素K1注射液,血液系统药物,11,146.91,1535.21,个人,心血管科,医生85,制药厂47,B2022648895,2027-11-14,自费,0.95,代表22,北京市西城区,
ORD20220422000255,2022-04-22,头孢克肟胶囊,抗生素,16,80.78,1279.56,个人,呼吸科,医生42,制药厂16,B2022855557,2023-10-08,医保,0.99,代表17,北京市海淀区,
ORD20240215000256,2024-02-15,维生素B族片,维生素,15,8.55,125.69,个人,呼吸科,医生58,制药厂21,B2022319148,2026-05-18,商业保险,0.98,代表21,北京市朝阳区,
ORD20240424000257,2024-04-24,阿莫西林胶囊,抗生素,20,125.63,2512.6,机构,消化科,医生72,制药厂14,B2023688474,2027-02-05,自费,1.0,代表12,北京市朝阳区,
ORD20240719000258,2024-07-19,胰岛素注射液,内分泌药物,12,110.33,1284.24,个人,妇科,医生1,制药厂22,B2022915783,2025-11-12,商业保险,0.97,代表17,北京市东城区,
ORD20220404000259,2022-04-04,对乙酰氨基酚片,镇痛药物,14,78.94,1005.7,个人,妇科,医生16,制药厂26,B2022568488,2024-12-19,医保,0.91,代表23,北京市东城区,
ORD20240428000260,2024-04-28,阿莫西林胶囊,抗生素,15,118.1,1682.92,个人,呼吸科,医生1,制药厂34,B2023891795,2026-12-22,商业保险,0.95,代表30,北京市西城区,
ORD20240916000261,2024-09-16,对乙酰氨基酚片,镇痛药物,6,106.85,621.87,个人,心血管科,医生85,制药厂39,B2023566273,2026-01-25,商业保险,0.97,代表29,北京市西城区,
ORD20230524000262,2023-05-24,卡马西平片,神经系统药物,10,144.9,1376.55,个人,心血管科,医生78,制药厂45,B2023929393,2024-10-06,自费,0.95,代表27,北京市丰台区,
ORD20230322000263,2023-03-22,复方甘草片,呼吸系统药物,10,97.38,944.59,个人,儿科,医生65,制药厂35,B2023786281,2026-02-07,商业保险,0.97,代表4,北京市东城区,
ORD20240504000264,2024-05-04,吉非替尼片,抗肿瘤药物,14,444.86,6103.48,个人,内科,医生49,制药厂10,B2022141927,2026-10-21,医保,0.98,代表9,北京市海淀区,
ORD20230529000265,2023-05-29,奥美拉唑肠溶胶囊,消化系统药物,10,106.68,981.46,个人,神经科,医生58,制药厂7,B2023584675,2025-12-03,商业保险,0.92,代表21,北京市丰台区,
ORD20241112000266,2024-11-12,右旋糖酐铁片,血液系统药物,2,107.01,211.88,机构,神经科,医生71,制药厂4,B2022045117,2026-12-13,医保,0.99,代表20,北京市西城区,
ORD20240124000267,2024-01-24,维生素K1注射液,血液系统药物,7,118.66,772.48,个人,儿科,医生23,制药厂48,B2023322955,2025-07-23,自费,0.93,代表2,北京市西城区,
ORD20230626000268,2023-06-26,多潘立酮片,消化系统药物,9,91.76,743.26,个人,内科,医生20,制药厂21,B2023531833,2025-10-15,商业保险,0.9,代表20,北京市东城区,
ORD20240104000269,2024-01-04,阿司匹林肠溶片,心血管药物,6,83.56,476.29,个人,心血管科,医生70,制药厂35,B2023042506,2026-06-04,自费,0.95,代表8,北京市海淀区,
ORD20231110000270,2023-11-10,甲状腺片,内分泌药物,20,40.58,771.02,个人,外科,医生86,制药厂23,B2023154937,2026-06-06,商业保险,0.95,代表20,北京市丰台区,
ORD20220323000271,2022-03-23,吉非替尼片,抗肿瘤药物,4,221.62,833.29,机构,内科,医生67,制药厂50,B2022969426,2024-09-26,商业保险,0.94,代表15,北京市西城区,
ORD20230130000272,2023-01-30,二甲双胍片,内分泌药物,6,142.75,856.5,个人,外科,医生27,制药厂43,B2023624492,2025-08-02,商业保险,1.0,代表14,北京市朝阳区,
ORD20240610000273,2024-06-10,紫杉醇注射液,抗肿瘤药物,5,386.1,1737.45,个人,外科,医生10,制药厂4,B2022465127,2026-05-15,商业保险,0.9,代表3,北京市丰台区,
ORD20230614000274,2023-06-14,鱼肝油,维生素,13,25.3,309.17,机构,外科,医生69,制药厂1,B2023652036,2024-06-30,商业保险,0.94,代表19,北京市朝阳区,
ORD20220529000275,2022-05-29,二甲双胍片,内分泌药物,10,50.58,485.57,机构,心血管科,医生51,制药厂43,B2022088765,2024-03-12,医保,0.96,代表18,北京市海淀区,
ORD20240311000276,2024-03-11,右旋糖酐铁片,血液系统药物,5,144.42,671.55,机构,内科,医生71,制药厂36,B2022373019,2027-01-03,医保,0.93,代表1,北京市丰台区,
ORD20220624000277,2022-06-24,维生素B1片,神经系统药物,12,114.76,1266.95,个人,儿科,医生24,制药厂15,B2023585140,2025-04-15,医保,0.92,代表4,北京市海淀区,
ORD20220422000278,2022-04-22,干扰素注射液,抗病毒药物,3,136.04,379.55,机构,外科,医生26,制药厂47,B2023498982,2023-06-29,自费,0.93,代表12,北京市海淀区,
ORD20230426000279,2023-04-26,阿司匹林肠溶片,心血管药物,7,96.73,629.71,机构,肿瘤科,医生85,制药厂20,B2023783496,2025-07-30,商业保险,0.93,代表19,北京市东城区,
ORD20240527000280,2024-05-27,奥美拉唑肠溶胶囊,消化系统药物,8,53.85,417.88,机构,骨科,医生47,制药厂9,B2023746432,2027-03-14,自费,0.97,代表15,北京市西城区,
ORD20230918000281,2023-09-18,感冒清热颗粒,中成药,20,34.61,629.9,个人,消化科,医生26,制药厂17,B2023882252,2025-07-01,商业保险,0.91,代表3,北京市朝阳区,
ORD20220305000282,2022-03-05,干扰素注射液,抗病毒药物,7,158.46,1098.13,机构,消化科,医生70,制药厂31,B2023683435,2024-09-19,自费,0.99,代表13,北京市海淀区,
ORD20230819000283,2023-08-19,复方消化酶胶囊,消化系统药物,3,80.16,226.05,个人,妇科,医生79,制药厂44,B2022439423,2026-01-14,医保,0.94,代表15,北京市海淀区,
ORD20221027000284,2022-10-27,匹多莫德口服液,免疫调节药物,2,472.63,869.64,个人,外科,医生34,制药厂24,B2022601701,2025-03-09,商业保险,0.92,代表7,北京市丰台区,
ORD20240110000285,2024-01-10,鱼肝油,维生素,2,46.31,83.36,机构,外科,医生91,制药厂34,B2023635480,2026-11-04,商业保险,0.9,代表9,北京市丰台区,
ORD20221223000286,2022-12-23,鱼肝油,维生素,3,21.44,61.1,个人,消化科,医生52,制药厂23,B2024106653,2025-01-11,自费,0.95,代表26,北京市西城区,
ORD20220114000287,2022-01-14,云南白药气雾剂,外用药,8,24.8,180.54,机构,妇科,医生20,制药厂12,B2022416934,2024-11-02,商业保险,0.91,代表23,北京市朝阳区,
ORD20240429000288,2024-04-29,右旋糖酐铁片,血液系统药物,16,110.84,1720.24,个人,肿瘤科,医生21,制药厂42,B2023061367,2026-09-01,医保,0.97,代表2,北京市海淀区,
ORD20221126000289,2022-11-26,奥美拉唑肠溶胶囊,消化系统药物,5,134.71,612.93,个人,消化科,医生52,制药厂39,B2023451305,2024-08-16,商业保险,0.91,代表24,北京市东城区,
ORD20230320000290,2023-03-20,六味地黄丸,中成药,6,131.42,725.44,个人,肿瘤科,医生99,制药厂12,B2023609369,2025-05-13,自费,0.92,代表6,北京市东城区,
ORD20220521000291,2022-05-21,布地奈德混悬液,呼吸系统药物,4,63.96,230.26,机构,儿科,医生78,制药厂7,B2022468796,2024-11-06,商业保险,0.9,代表20,北京市朝阳区,
ORD20241224000292,2024-12-24,红霉素软膏,外用药,5,9.19,45.49,个人,心血管科,医生67,制药厂27,B2022951711,2027-06-29,商业保险,0.99,代表17,北京市西城区,
ORD20240914000293,2024-09-14,华法林钠片,血液系统药物,19,59.07,1021.32,机构,呼吸科,医生99,制药厂15,B2022225641,2026-01-29,商业保险,0.91,代表29,北京市丰台区,
ORD20230123000294,2023-01-23,阿莫西林胶囊,抗生素,4,90.92,345.5,个人,神经科,医生53,制药厂24,B2022283535,2025-02-10,自费,0.95,代表21,北京市丰台区,
ORD20240517000295,2024-05-17,阿托品注射液,急救药品,13,130.14,1657.98,机构,儿科,医生48,制药厂36,B2023438925,2026-07-14,自费,0.98,代表10,北京市丰台区,
ORD20240326000296,2024-03-26,胸腺肽注射液,免疫调节药物,4,434.75,1686.83,个人,外科,医生28,制药厂33,B2023036544,2026-06-26,商业保险,0.97,代表20,北京市朝阳区,
ORD20220111000297,2022-01-11,叶酸片,血液系统药物,16,125.26,1984.12,个人,外科,医生34,制药厂15,B2022952311,2024-03-31,商业保险,0.99,代表2,北京市西城区,
ORD20240331000298,2024-03-31,阿托品注射液,急救药品,20,148.09,2695.24,机构,呼吸科,医生2,制药厂13,B2023699489,2025-09-26,自费,0.91,代表7,北京市朝阳区,
ORD20241111000299,2024-11-11,云南白药气雾剂,外用药,2,32.68,61.44,个人,儿科,医生12,制药厂18,B2024007544,2027-09-12,自费,0.94,代表22,北京市西城区,
ORD20230215000300,2023-02-15,红霉素软膏,外用药,3,38.16,113.34,机构,消化科,医生75,制药厂23,B2022895530,2025-08-30,医保,0.99,代表20,北京市海淀区,
ORD20240407000301,2024-04-07,硝酸甘油片,急救药品,14,67.0,891.1,个人,消化科,医生38,制药厂22,B2022309409,2026-10-31,自费,0.95,代表29,北京市丰台区,
ORD20230528000302,2023-05-28,匹多莫德口服液,免疫调节药物,19,484.72,8749.2,机构,呼吸科,医生88,制药厂30,B2023511448,2025-01-31,自费,0.95,代表4,北京市东城区,
ORD20230328000303,2023-03-28,顺铂注射液,抗肿瘤药物,14,410.07,5740.98,个人,骨科,医生32,制药厂19,B2022247536,2025-09-06,商业保险,1.0,代表24,北京市东城区,
ORD20230101000304,2023-01-01,藿香正气水,中成药,19,59.5,1051.37,个人,呼吸科,医生95,制药厂13,B2022614965,2025-11-30,自费,0.93,代表7,北京市海淀区,
ORD20230527000305,2023-05-27,利巴韦林片,抗病毒药物,4,48.08,175.01,机构,肿瘤科,医生1,制药厂49,B2023391692,2024-08-14,自费,0.91,代表12,北京市丰台区,
ORD20230717000306,2023-07-17,板蓝根颗粒,中成药,17,147.82,2337.03,个人,内科,医生68,制药厂28,B2023239859,2025-02-28,医保,0.93,代表17,北京市东城区,
ORD20221224000307,2022-12-24,感冒清热颗粒,中成药,15,107.75,1503.11,个人,妇科,医生49,制药厂38,B2022266331,2024-01-01,自费,0.93,代表20,北京市东城区,
ORD20230623000308,2023-06-23,孟鲁司特钠片,呼吸系统药物,20,75.99,1413.41,机构,心血管科,医生27,制药厂27,B2023807099,2024-12-27,自费,0.93,代表28,北京市西城区,
ORD20230104000309,2023-01-04,肾上腺素注射液,急救药品,8,196.27,1538.76,个人,消化科,医生56,制药厂25,B2022513389,2024-10-06,商业保险,0.98,代表5,北京市西城区,
ORD20221228000310,2022-12-28,鱼肝油,维生素,17,11.05,178.46,机构,骨科,医生33,制药厂36,B2023461781,2024-11-15,自费,0.95,代表4,北京市海淀区,
ORD20230605000311,2023-06-05,感冒清热颗粒,中成药,11,72.98,746.59,机构,神经科,医生3,制药厂27,B2022326752,2025-06-07,商业保险,0.93,代表20,北京市海淀区,
ORD20221224000312,2022-12-24,右旋糖酐铁片,血液系统药物,17,59.72,964.48,个人,心血管科,医生79,制药厂19,B2023193373,2025-03-25,医保,0.95,代表21,北京市东城区,
ORD20240408000313,2024-04-08,奥司他韦胶囊,抗病毒药物,11,34.24,346.51,机构,骨科,医生78,制药厂42,B2023025444,2026-02-26,自费,0.92,代表25,北京市东城区,
ORD20241202000314,2024-12-02,六味地黄丸,中成药,1,33.42,30.41,机构,外科,医生27,制药厂11,B2023022687,2026-07-30,医保,0.91,代表3,北京市西城区,
ORD20220223000315,2022-02-23,华法林钠片,血液系统药物,3,83.36,227.57,个人,外科,医生84,制药厂25,B2022804757,2024-11-16,医保,0.91,代表24,北京市东城区,
ORD20220916000316,2022-09-16,多潘立酮片,消化系统药物,12,14.0,166.32,机构,呼吸科,医生70,制药厂18,B2023418288,2024-08-14,医保,0.99,代表23,北京市丰台区,
ORD20240724000317,2024-07-24,伊马替尼片,抗肿瘤药物,18,285.56,4780.27,机构,消化科,医生30,制药厂6,B2023146044,2026-07-14,自费,0.93,代表14,北京市东城区,
ORD20220122000318,2022-01-22,头孢克肟胶囊,抗生素,16,58.14,883.73,机构,呼吸科,医生39,制药厂1,B2023978052,2024-12-26,自费,0.95,代表20,北京市海淀区,
ORD20240205000319,2024-02-05,布地奈德混悬液,呼吸系统药物,14,133.5,1756.86,机构,心血管科,医生29,制药厂17,B2022217917,2025-07-21,商业保险,0.94,代表8,北京市丰台区,
ORD20230711000320,2023-07-11,加巴喷丁胶囊,神经系统药物,3,67.81,187.16,个人,呼吸科,医生80,制药厂29,B2022709060,2025-05-02,医保,0.92,代表11,北京市朝阳区,
ORD20241231000321,2024-12-31,头孢克肟胶囊,抗生素,10,146.13,1359.01,个人,妇科,医生12,制药厂10,B2022049086,2027-03-24,医保,0.93,代表11,北京市西城区,
ORD20241017000322,2024-10-17,胰岛素注射液,内分泌药物,2,107.57,200.08,个人,骨科,医生100,制药厂26,B2022199899,2026-03-15,自费,0.93,代表6,北京市海淀区,
ORD20230528000323,2023-05-28,干扰素注射液,抗病毒药物,4,169.09,676.36,机构,呼吸科,医生32,制药厂48,B2022094263,2025-02-05,自费,1.0,代表24,北京市朝阳区,
ORD20230303000324,2023-03-03,六味地黄丸,中成药,10,105.4,1043.46,个人,消化科,医生67,制药厂8,B2022658884,2024-08-11,商业保险,0.99,代表10,北京市海淀区,
ORD20220417000325,2022-04-17,阿昔洛韦片,抗病毒药物,8,195.19,1499.06,个人,儿科,医生36,制药厂38,B2022317484,2024-03-14,医保,0.96,代表1,北京市朝阳区,
ORD20240831000326,2024-08-31,胸腺肽注射液,免疫调节药物,3,217.13,599.28,个人,肿瘤科,医生44,制药厂49,B2023611983,2027-01-24,医保,0.92,代表12,北京市海淀区,
ORD20220808000327,2022-08-08,复方消化酶胶囊,消化系统药物,18,42.57,750.93,机构,妇科,医生3,制药厂45,B2022976868,2024-07-28,商业保险,0.98,代表5,北京市东城区,
ORD20240920000328,2024-09-20,匹多莫德口服液,免疫调节药物,18,301.56,5265.24,个人,消化科,医生45,制药厂21,B2023888674,2026-04-02,自费,0.97,代表28,北京市丰台区,
ORD20221125000329,2022-11-25,阿托伐他汀钙片,心血管药物,9,72.91,623.38,个人,消化科,医生49,制药厂47,B2022481306,2025-03-03,商业保险,0.95,代表28,北京市东城区,
ORD20230505000330,2023-05-05,二甲双胍片,内分泌药物,18,102.16,1802.1,机构,消化科,医生20,制药厂40,B2022736285,2024-11-14,自费,0.98,代表21,北京市东城区,
ORD20241207000331,2024-12-07,紫杉醇注射液,抗肿瘤药物,5,69.7,320.62,个人,外科,医生63,制药厂13,B2022261521,2026-01-08,商业保险,0.92,代表21,北京市西城区,
ORD20241212000332,2024-12-12,阿托品注射液,急救药品,8,28.84,221.49,个人,妇科,医生84,制药厂32,B2022218668,2026-02-22,商业保险,0.96,代表2,北京市东城区,
ORD20240501000333,2024-05-01,利巴韦林片,抗病毒药物,2,162.96,319.4,个人,外科,医生39,制药厂5,B2022569511,2026-01-28,医保,0.98,代表4,北京市海淀区,
ORD20230124000334,2023-01-24,复方甘草片,呼吸系统药物,6,89.8,517.25,机构,外科,医生99,制药厂41,B2023486864,2025-08-17,商业保险,0.96,代表15,北京市西城区,
ORD20221208000335,2022-12-08,维生素K1注射液,血液系统药物,17,87.0,1375.47,机构,神经科,医生41,制药厂36,B2022847090,2024-05-17,自费,0.93,代表25,北京市西城区,
ORD20231025000336,2023-10-25,肾上腺素注射液,急救药品,7,121.37,798.61,机构,神经科,医生58,制药厂29,B2023021003,2026-05-10,商业保险,0.94,代表2,北京市东城区,
ORD20241126000337,2024-11-26,蒙脱石散,消化系统药物,8,10.92,80.37,个人,骨科,医生71,制药厂33,B2023433534,2026-10-14,医保,0.92,代表2,北京市西城区,
ORD20221011000338,2022-10-11,加巴喷丁胶囊,神经系统药物,8,134.55,990.29,个人,肿瘤科,医生52,制药厂37,B2022562264,2024-08-13,商业保险,0.92,代表11,北京市西城区,
ORD20220715000339,2022-07-15,阿托品注射液,急救药品,19,26.73,477.4,机构,神经科,医生56,制药厂27,B2022314714,2023-09-10,商业保险,0.94,代表21,北京市丰台区,
ORD20240223000340,2024-02-23,阿奇霉素片,抗生素,11,83.41,871.63,机构,消化科,医生90,制药厂15,B2022401827,2025-07-25,商业保险,0.95,代表24,北京市西城区,
ORD20241030000341,2024-10-30,阿托伐他汀钙片,心血管药物,13,70.47,833.66,个人,呼吸科,医生74,制药厂48,B2022139980,2026-10-09,自费,0.91,代表9,北京市朝阳区,
ORD20240608000342,2024-06-08,维生素K1注射液,血液系统药物,16,116.68,1792.2,机构,肿瘤科,医生26,制药厂36,B2023589589,2026-10-20,医保,0.96,代表8,北京市朝阳区,
ORD20240530000343,2024-05-30,二甲双胍片,内分泌药物,14,25.75,338.87,个人,神经科,医生45,制药厂39,B2023681396,2026-05-21,自费,0.94,代表6,北京市东城区,
ORD20240624000344,2024-06-24,肾上腺素注射液,急救药品,8,99.28,730.7,个人,外科,医生15,制药厂48,B2022144982,2026-07-11,商业保险,0.92,代表30,北京市海淀区,
ORD20230813000345,2023-08-13,阿奇霉素片,抗生素,4,107.13,398.52,个人,神经科,医生27,制药厂48,B2023384471,2025-12-07,医保,0.93,代表18,北京市丰台区,
ORD20240916000346,2024-09-16,肾上腺素注射液,急救药品,1,145.11,136.4,个人,骨科,医生22,制药厂4,B2022734288,2027-07-27,商业保险,0.94,代表20,北京市东城区,
ORD20220118000347,2022-01-18,美托洛尔片,心血管药物,12,102.45,1217.11,机构,心血管科,医生30,制药厂25,B2023312631,2023-02-06,自费,0.99,代表16,北京市丰台区,
ORD20230117000348,2023-01-17,布地奈德混悬液,呼吸系统药物,1,88.5,79.65,机构,神经科,医生63,制药厂26,B2023913572,2025-07-12,医保,0.9,代表12,北京市东城区,
ORD20230912000349,2023-09-12,孟鲁司特钠片,呼吸系统药物,9,123.67,1101.9,机构,妇科,医生20,制药厂22,B2023013248,2024-10-11,医保,0.99,代表24,北京市西城区,
ORD20230411000350,2023-04-11,维生素B族片,维生素,14,30.78,430.92,机构,呼吸科,医生70,制药厂9,B2022533270,2025-12-20,商业保险,1.0,代表18,北京市海淀区,
ORD20230925000351,2023-09-25,胸腺肽注射液,免疫调节药物,5,243.53,1181.12,个人,神经科,医生9,制药厂36,B2023372939,2026-04-25,医保,0.97,代表11,北京市海淀区,
ORD20231015000352,2023-10-15,曲马多片,镇痛药物,10,144.57,1358.96,机构,儿科,医生100,制药厂13,B2022283155,2026-07-28,医保,0.94,代表1,北京市丰台区,
ORD20230418000353,2023-04-18,肾上腺素注射液,急救药品,1,61.56,57.87,机构,儿科,医生65,制药厂39,B2023217126,2026-03-22,医保,0.94,代表28,北京市西城区,
ORD20221009000354,2022-10-09,多潘立酮片,消化系统药物,14,41.68,571.85,机构,心血管科,医生29,制药厂48,B2023724323,2023-10-24,医保,0.98,代表3,北京市海淀区,
ORD20240618000355,2024-06-18,干扰素注射液,抗病毒药物,15,143.82,2135.73,机构,内科,医生78,制药厂48,B2024127232,2026-08-29,商业保险,0.99,代表11,北京市西城区,
ORD20241211000356,2024-12-11,紫杉醇注射液,抗肿瘤药物,15,284.29,4051.13,个人,消化科,医生69,制药厂26,B2023891643,2026-01-23,商业保险,0.95,代表13,北京市丰台区,
ORD20220411000357,2022-04-11,孟鲁司特钠片,呼吸系统药物,10,71.54,701.09,机构,儿科,医生55,制药厂19,B2023571893,2024-01-28,商业保险,0.98,代表17,北京市海淀区,
ORD20240714000358,2024-07-14,硝苯地平缓释片,心血管药物,19,35.17,661.55,个人,心血管科,医生53,制药厂21,B2023161408,2027-06-26,医保,0.99,代表15,北京市丰台区,
ORD20230218000359,2023-02-18,曲马多片,镇痛药物,11,22.63,241.46,个人,外科,医生12,制药厂8,B2023818362,2026-02-15,商业保险,0.97,代表12,北京市朝阳区,
ORD20240226000360,2024-02-26,胸腺肽注射液,免疫调节药物,13,220.41,2578.8,机构,肿瘤科,医生85,制药厂10,B2022423369,2025-08-18,医保,0.9,代表25,北京市朝阳区,
ORD20230926000361,2023-09-26,匹多莫德口服液,免疫调节药物,6,179.95,982.53,个人,内科,医生80,制药厂49,B2022651200,2025-02-06,自费,0.91,代表16,北京市西城区,
ORD20220112000362,2022-01-12,地塞米松注射液,急救药品,19,62.82,1157.77,机构,呼吸科,医生11,制药厂39,B2023541107,2024-04-20,医保,0.97,代表29,北京市丰台区,
ORD20230302000363,2023-03-02,头孢克肟胶囊,抗生素,12,30.76,332.21,机构,神经科,医生12,制药厂4,B2022287831,2024-04-03,医保,0.9,代表6,北京市东城区,
ORD20221230000364,2022-12-30,藿香正气水,中成药,3,140.41,412.81,机构,心血管科,医生9,制药厂49,B2023102063,2024-11-24,自费,0.98,代表16,北京市海淀区,
ORD20230717000365,2023-07-17,胰岛素注射液,内分泌药物,7,83.45,560.78,个人,呼吸科,医生93,制药厂45,B2023555705,2024-11-04,自费,0.96,代表20,北京市东城区,
ORD20231226000366,2023-12-26,对乙酰氨基酚片,镇痛药物,16,96.0,1459.2,机构,呼吸科,医生24,制药厂40,B2022605759,2026-10-03,医保,0.95,代表1,北京市朝阳区,
ORD20220830000367,2022-08-30,胸腺肽注射液,免疫调节药物,14,409.8,5392.97,机构,消化科,医生82,制药厂14,B2022034296,2024-08-05,商业保险,0.94,代表10,北京市东城区,
ORD20230923000368,2023-09-23,加巴喷丁胶囊,神经系统药物,4,117.38,455.43,机构,肿瘤科,医生79,制药厂2,B2022454178,2025-09-06,自费,0.97,代表27,北京市东城区,
ORD20240908000369,2024-09-08,曲马多片,镇痛药物,5,121.62,577.7,机构,消化科,医生43,制药厂30,B2024017782,2027-06-12,商业保险,0.95,代表2,北京市丰台区,
ORD20231009000370,2023-10-09,红霉素软膏,外用药,11,14.37,154.91,个人,儿科,医生36,制药厂2,B2022877147,2025-10-05,商业保险,0.98,代表18,北京市海淀区,
ORD20240308000371,2024-03-08,奥美拉唑肠溶胶囊,消化系统药物,10,131.04,1271.09,个人,骨科,医生53,制药厂6,B2023284893,2026-01-24,自费,0.97,代表15,北京市东城区,
ORD20230912000372,2023-09-12,奥美拉唑肠溶胶囊,消化系统药物,2,62.39,122.28,机构,消化科,医生4,制药厂31,B2023293524,2024-12-14,医保,0.98,代表11,北京市西城区,
ORD20241208000373,2024-12-08,加巴喷丁胶囊,神经系统药物,4,30.06,117.84,个人,妇科,医生93,制药厂3,B2023187350,2027-05-20,商业保险,0.98,代表28,北京市丰台区,
ORD20230929000374,2023-09-29,布洛芬缓释胶囊,镇痛药物,20,106.19,2102.56,机构,内科,医生14,制药厂34,B2023976119,2025-09-04,医保,0.99,代表19,北京市东城区,
ORD20230306000375,2023-03-06,格列美脲片,内分泌药物,9,36.96,316.01,个人,骨科,医生20,制药厂11,B2022712875,2025-05-30,医保,0.95,代表20,北京市丰台区,
ORD20230228000376,2023-02-28,碘伏消毒液,外用药,9,29.72,243.41,机构,肿瘤科,医生32,制药厂11,B2022196101,2026-02-18,商业保险,0.91,代表29,北京市东城区,
ORD20220414000377,2022-04-14,奥美拉唑肠溶胶囊,消化系统药物,2,75.9,138.14,个人,心血管科,医生51,制药厂12,B2023818304,2023-06-08,商业保险,0.91,代表12,北京市东城区,
ORD20230210000378,2023-02-10,转移因子口服液,免疫调节药物,15,488.16,7029.5,机构,外科,医生59,制药厂20,B2023768625,2024-05-15,自费,0.96,代表8,北京市海淀区,
ORD20230613000379,2023-06-13,塞来昔布胶囊,镇痛药物,11,64.89,699.51,机构,呼吸科,医生4,制药厂5,B2023222849,2025-05-10,自费,0.98,代表16,北京市西城区,
ORD20230802000380,2023-08-02,右旋糖酐铁片,血液系统药物,5,94.62,449.44,个人,神经科,医生72,制药厂42,B2022195949,2025-09-20,商业保险,0.95,代表15,北京市西城区,
ORD20230504000381,2023-05-04,肾上腺素注射液,急救药品,16,118.63,1784.2,个人,肿瘤科,医生56,制药厂28,B2023466606,2025-04-16,商业保险,0.94,代表23,北京市海淀区,
ORD20220609000382,2022-06-09,匹多莫德口服液,免疫调节药物,20,101.45,1927.55,个人,呼吸科,医生23,制药厂20,B2023042140,2024-12-28,商业保险,0.95,代表4,北京市丰台区,
ORD20240216000383,2024-02-16,胰岛素注射液,内分泌药物,2,100.3,182.55,个人,儿科,医生85,制药厂10,B2023169704,2025-07-07,自费,0.91,代表13,北京市丰台区,
ORD20230205000384,2023-02-05,孟鲁司特钠片,呼吸系统药物,10,51.96,514.4,机构,外科,医生75,制药厂1,B2023579362,2025-04-25,自费,0.99,代表28,北京市海淀区,
ORD20220508000385,2022-05-08,二甲双胍片,内分泌药物,18,10.12,178.52,个人,骨科,医生4,制药厂16,B2023117459,2024-05-09,商业保险,0.98,代表11,北京市西城区,
ORD20240610000386,2024-06-10,云南白药气雾剂,外用药,16,34.81,506.83,机构,神经科,医生54,制药厂10,B2022743056,2026-12-30,医保,0.91,代表1,北京市朝阳区,
ORD20221022000387,2022-10-22,匹多莫德口服液,免疫调节药物,5,346.07,1574.62,机构,呼吸科,医生90,制药厂39,B2023093945,2025-08-09,自费,0.91,代表17,北京市西城区,
ORD20240710000388,2024-07-10,钙片,维生素,14,15.16,203.75,机构,妇科,医生92,制药厂33,B2022697731,2027-02-21,商业保险,0.96,代表19,北京市东城区,
ORD20220319000389,2022-03-19,地塞米松注射液,急救药品,4,146.88,564.02,个人,儿科,医生94,制药厂47,B2023355578,2025-02-23,自费,0.96,代表17,北京市朝阳区,
ORD20220701000390,2022-07-01,布地奈德混悬液,呼吸系统药物,3,98.29,286.02,机构,肿瘤科,医生7,制药厂22,B2023371176,2025-01-03,自费,0.97,代表15,北京市丰台区,
ORD20231110000391,2023-11-10,钙片,维生素,10,48.23,448.54,机构,肿瘤科,医生34,制药厂4,B2023628752,2024-12-15,商业保险,0.93,代表6,北京市丰台区,
ORD20230821000392,2023-08-21,叶酸片,血液系统药物,3,50.15,136.91,机构,骨科,医生17,制药厂40,B2022725509,2024-11-06,自费,0.91,代表1,北京市朝阳区,
ORD20221106000393,2022-11-06,伊马替尼片,抗肿瘤药物,6,216.4,1207.51,个人,呼吸科,医生24,制药厂34,B2022096617,2025-10-23,医保,0.93,代表5,北京市丰台区,
ORD20221112000394,2022-11-12,干扰素注射液,抗病毒药物,14,155.5,2133.46,机构,儿科,医生27,制药厂37,B2023886653,2024-07-12,医保,0.98,代表21,北京市东城区,
ORD20220826000395,2022-08-26,头孢克肟胶囊,抗生素,16,74.96,1115.4,个人,心血管科,医生88,制药厂46,B2023008775,2025-02-21,自费,0.93,代表5,北京市丰台区,
ORD20220125000396,2022-01-25,卡马西平片,神经系统药物,11,63.48,698.28,个人,外科,医生69,制药厂41,B2022918074,2024-12-24,商业保险,1.0,代表30,北京市东城区,
ORD20230701000397,2023-07-01,叶酸片,血液系统药物,19,45.75,817.09,个人,肿瘤科,医生99,制药厂13,B2023346528,2026-05-22,商业保险,0.94,代表23,北京市海淀区,
ORD20220122000398,2022-01-22,紫杉醇注射液,抗肿瘤药物,1,424.26,398.8,个人,呼吸科,医生45,制药厂15,B2023865641,2024-07-12,自费,0.94,代表7,北京市朝阳区,
